market_ids,product_ids,shares,prices,x,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,firm_ids,el_1,el_2,el_3,el_4,el_5,el_6,own_elasticity
6,5,0.0385,1.246010677,2.113979615,-0.092782622,-0.609972257,-1.346523422,0.911443569,-1.159829559,1.139986902,5,4.460792341832599e-05,0.0003223136143307072,-0.0003362938365745272,-0.07353506080247856,-0.4695775593024428,0.23792346259384184,-0.4695775593024428
6,6,0.0533,1.543676606,1.992795747,-1.049007642,-0.543247981,1.43511764,-0.922913883,0.16196631,-1.246717486,6,3.0762627298562515e-05,0.0002163881835663817,-0.0021126272198765685,-0.4434623582942722,0.13871909070153096,-0.12710494817173104,-0.12710494817173104
7,1,0.0836,0.00035049,-1.039102919,-5.210895858,-6.574975362,-5.983875252,-1.725727129,-1.893291014,-0.630615768,1,-0.001386577035178384,0.0082012965907399,0.2677091724315874,0.05349971740933846,-7.50840681952683e-05,5.8980350897030204e-05,-0.001386577035178384
7,2,0.1691,0.002808697,-0.653941929,-4.253528206,-5.757790252,-6.113288366,-1.964696336,-1.190135067,-0.767914394,2,0.0005059597028299768,-0.008828186499730205,0.16565628004572835,0.047468865539417565,-0.0006174497905281451,0.002742381282519038,-0.008828186499730205
7,3,0.017,0.961781849,-1.564747942,0.74691376,-0.054691871,-0.145453872,0.641852242,0.78385011,1.504630423,3,0.0004797551686482979,0.004812058568530315,-3.6940811286715642,0.05140534818563502,-0.004265593184012915,-0.005331252154500327,-3.6940811286715642
7,4,0.0127,0.309320288,-0.861560832,-1.215765875,0.471615108,0.989293165,1.015520763,0.394861395,1.005903868,4,0.00039904444554431193,0.005739118919265681,0.2139546237287427,-1.4200479208072205,-0.001915545732267416,-0.0002618558622880659,-1.4200479208072205
7,5,0.0032,3.194030922,0.739625121,2.258409499,1.04238001,-0.893624076,0.756239325,-0.478767046,-0.59962259,5,-2.1524873593207785e-07,-2.8692015117108844e-05,-0.006823635771342805,-0.0007362334700509421,4.528022706020544,-3.3372181989562737,4.528022706020544
7,6,0.3899,2.513916752,2.132109527,-0.035341716,0.566739943,-0.021729615,-0.278646833,-1.647806955,-0.880344626,6,1.763133242063793e-09,1.3288385140409287e-06,-8.893047150298298e-05,-1.0494706580811152e-06,-0.03479922489351981,-0.03981657685064425,-0.03981657685064425
8,1,0.178,0.000234026,-1.302047279,-6.186159691,-4.412930316,-5.003988066,-2.859287871,-1.831982962,-1.607807438,1,-0.0002908673609200974,8.726367762511842e-06,0.00020642510293442115,0.007216771467283146,9.813538795633816e-05,3.600247934530309e-05,-0.0002908673609200974
8,2,0.0742,0.001861641,1.302675863,-6.464316849,-4.095431983,-3.64475106,-0.76354618,-2.186300556,-1.858851638,2,2.631587309899159e-06,-0.0028378115531535832,0.00805588174126327,0.01081605615120472,0.00121126789494031,0.19816834720287377,-0.0028378115531535832
8,3,0.0027,0.718933965,0.51158204,-0.05817255,-0.846780156,0.282352163,1.162493925,0.035037069,0.154453785,3,4.429899319778066e-06,0.0005732712429138216,-0.8739188801388561,-0.0032224279545947985,0.0008008514277606111,0.04451286043444907,-0.8739188801388561
8,4,0.0109,1.572208698,-0.66610822,0.202737138,1.176345427,0.017160364,-1.028022416,1.544354387,0.102849611,4,1.7542455041964337e-05,8.718305457927156e-05,-0.0003650054001095268,-1.0924745057123084,0.000314052083280189,-0.02582039693417447,-1.0924745057123084
8,5,0.0009,0.214068567,0.4747287,-0.498692867,-1.159137224,-0.454160626,-0.90489376,-0.079395835,-2.015192462,5,2.121848364870899e-05,0.0008684496317386808,0.008068806650196065,0.02793463234839588,-0.5192587422029585,0.0751779843608135,-0.5192587422029585
8,6,0.4286,0.564765725,3.067452598,-0.657487724,-2.845732406,-2.291880583,0.839206515,-0.492614318,-1.048493132,6,6.195780495981806e-09,0.0001130872462656951,0.0003569585349472427,-0.0018280122772044122,5.9836418363494694e-05,-0.05069056460948281,-0.05069056460948281
9,1,0.2656,0.002091158,-1.260069729,-3.670168579,-6.688523513,-5.446643212,-2.206142904,-2.624277452,-0.994871844,1,-0.0017359671419621225,0.0036362827486363966,0.015606141196527638,0.005363199509104974,0.0003888244998200964,5.0569049813150834e-05,-0.0017359671419621225
9,2,0.0972,0.020582047,0.191154864,-2.940452278,-4.940782465,-4.600409507,-2.217843152,-2.121613626,-0.89590848,2,0.0010095265228129036,-0.04740033024686181,0.012472052584124012,0.1219452965149772,0.007694342386632494,0.0618604276783737,-0.04740033024686181
9,3,0.0074,0.318508402,-0.690102386,-0.716788162,1.523160685,-2.646847197,-0.62498511,0.203822147,-0.399506019,3,0.0036775436598547318,0.01058620137019563,-1.1851242986308295,0.043600011733771954,0.0036973970409312634,0.0025012641609273244,-1.1851242986308295
9,4,0.0755,0.466682006,0.656295582,-2.162045569,-2.111238128,0.622855303,-2.538448179,0.526294014,0.668571198,4,8.454167802194745e-05,0.00692391737929305,0.00291656198910704,-0.4799584731092848,0.009163241220713665,0.16969683899658072,-0.4799584731092848
9,5,0.0039,0.937914951,0.403315152,0.003675608,0.055209722,0.030444448,-0.77189046,-0.247842441,-1.58861989,5,5.9039201425652255e-05,0.004208218414955765,0.0023824326724635725,0.0882651088579251,-0.6971782136735141,-0.031249154579971718,-0.6971782136735141
9,6,0.3532,1.618693451,2.081486105,0.13572772,-0.846800038,-1.033698035,-0.140295844,-1.42481721,1.043658635,6,4.9126339729513483e-08,0.0002164623874808262,1.0311619254404237e-05,0.010458188267860708,-0.00019993141225192347,-0.07058174487655604,-0.07058174487655604
10,1,0.0335,0.003317121,0.500571293,-4.251629475,-4.978334314,-4.089186966,-1.188700236,-3.240495048,-0.080369347,1,-0.006940571271673554,3.0007186158966507e-05,0.016611830727353297,0.006521401321406632,0.15089128449733355,0.01799139102833395,-0.006940571271673554
10,2,0.0123,0.000555848,0.104896329,-5.95055864,-5.509436597,-4.855466802,-2.855437672,-1.645167587,0.643681189,2,0.00048771962875625795,-0.0020107929334364756,0.02343949694718513,0.06370855606646028,0.021162904450229777,0.01025175948075146,-0.0020107929334364756
10,3,0.0171,0.276884562,-0.086605712,-0.981877915,-0.698218477,0.420817069,-0.458866127,-1.991610681,0.981814705,3,0.0003898780323480666,3.384656448835312e-05,-0.8261007708533809,0.05585333252100562,-0.01526983642962914,0.008509042429830506,-0.8261007708533809
10,4,0.0635,0.281992101,-0.997532954,0.232553138,-0.678453949,-1.690952905,1.232029126,-0.168857365,0.744622242,4,4.047029586130316e-05,2.4324742540535047e-05,0.014768394140318442,-0.8855056333486678,-0.0003272766544685343,0.00043291181380468685,-0.8855056333486678
10,5,0.3718,3.25299682,2.536383971,-0.46191467,0.230108521,0.063892624,0.466650134,3.433890184,-1.236778673,5,1.3863639354078838e-05,1.1963090984708375e-07,-5.977728870208911e-05,-4.845433877553803e-06,-0.032866764351637094,0.00042680997536786324,-0.032866764351637094
10,6,0.0163,0.17911777,0.544623708,-1.536228853,-1.353735878,-1.775539053,0.337340623,0.647214169,-0.405038168,6,0.0006847697791017806,2.400674554421194e-05,0.013799052387051465,0.0026551180063553535,0.17680775397500764,-0.3084909738693465,-0.3084909738693465
11,1,0.1201,0.003353365,-0.072412371,-4.967670841,-2.599214493,-5.286636083,-2.674857305,-3.327979068,-0.785001663,1,-0.008299583514814602,5.3277941402155576e-05,0.0060145137413130725,0.012669013666134836,0.021362212113235718,-0.0030169449187130047,-0.008299583514814602
11,2,0.1761,0.000130126,-1.717880643,-6.47560042,-2.784285458,-5.565405824,-2.091017667,-2.451736444,-0.506766599,2,0.0009363707403569761,-0.00012093556166656111,-2.2073750276565263e-06,0.00957972149629475,-3.260529718742078e-07,-3.080817884450266e-06,-0.00012093556166656111
11,3,0.007,7.770577247,1.151258325,0.216419642,2.374556766,0.223962207,-0.247296576,0.802084677,-0.01406958,3,4.4532085467082806e-05,-9.29925675529225e-10,-0.7456169702525104,1.5130613317312298e-06,0.5776990955918657,-0.3457303160965345,-0.7456169702525104
11,4,0.0075,0.263274659,-0.524685054,-0.44033235,1.195934648,-1.672114406,-0.656954265,-1.810056964,-0.423175096,4,0.0025840226545595707,0.00011117470789219579,4.168094264054644e-05,-0.9406243979221695,0.0026465489105640724,-0.0027602158566659746,-0.9406243979221695
11,5,0.0265,14.91875693,2.919325544,0.804150068,0.358705333,1.647843094,-1.893512242,1.67335112,0.586655717,5,2.1761636193023444e-05,-1.889875030231861e-11,0.07948304520698836,1.3218182228489239e-05,-0.3854750531453179,-0.6046899094055965,-0.3854750531453179
11,6,0.3179,33.49800286,3.324827554,2.549972702,0.70672415,0.48369447,0.110437713,0.021581801,-0.177829611,6,-1.140989827671023e-07,-6.629488468232084e-12,-0.0017659538184680347,-5.118042943258129e-07,-0.022449247618159147,0.062897399337806,0.062897399337806
12,1,0.0916,0.010465916,0.351376101,-4.206091305,-5.005992334,-4.849833549,-2.725010039,-0.088393651,0.10279356,1,-0.03067944512890556,0.0013003294649854156,0.026750017986920747,0.03397975796826124,0.00414933893637306,0.042932380355055075,-0.03067944512890556
12,2,0.0902,0.003173117,1.187729046,-5.184143702,-3.507274445,-6.056819858,-1.683520857,-2.650708825,-1.142596477,2,0.004355454675525181,-0.004532538412745565,0.0027614348522562327,0.0300310452399045,0.010305751486125466,0.2511079214799858,-0.004532538412745565
12,3,0.0154,0.558025198,-0.741400792,-0.124808548,1.034154538,-0.072776263,-0.387252904,-0.12980127,-0.177572878,3,0.002984161106122703,9.197142047275598e-05,-3.6289194671818565,0.011100275967349525,-0.006070572195246673,0.0009096271142887194,-3.6289194671818565
12,4,0.0157,0.444352786,0.309983198,-1.11134428,-0.849823635,-0.541298151,-1.065893674,-0.90254412,0.75408388,4,0.004669446885383566,0.0012320703653009822,0.013673533130804104,-0.9718941631453188,0.004112110497631672,0.06997000520012421,-0.9718941631453188
12,5,0.2596,5.58265244,1.035796728,0.586625639,0.965467688,-0.351937805,2.095930519,0.239110919,-0.774970312,5,2.7447724813478374e-06,2.0352933335571042e-06,-3.5996384370799145e-05,1.9794614904408655e-05,0.5115745855663337,-0.1312013831990232,0.5115745855663337
12,6,0.1432,1.415597402,2.729206009,-0.653300991,0.145739473,-0.131940026,0.040880234,0.266338638,0.147565268,6,0.00020303687096448442,0.00035454409923436393,3.8561609606258247e-05,0.0024080011564423446,-0.9379958515403333,0.018324953569630615,0.018324953569630615
13,1,0.2159,0.006789138,-0.48856108,-3.172976761,-4.951803692,-5.344877288,-4.287533788,-3.243495986,-1.668153636,1,-0.015390482485699939,0.00010000146920683942,0.0010950133272611482,0.2995357128586069,0.010990877791970003,5.231904283479742e-05,-0.015390482485699939
13,2,0.0198,0.000769638,-0.016009966,-6.169598178,-5.86855935,-4.444289067,-2.584781395,-0.718847422,0.332928084,2,0.009618823745741805,-0.0030240204368347226,0.005919923989307822,0.1207966650134081,0.10662215178924761,0.00044027480155985505,-0.0030240204368347226
13,3,0.0016,2.040582845,0.665288379,-0.010351289,0.410874366,1.336711084,-0.273931132,-0.195043256,1.198680194,3,0.0004916006742407584,2.763080953649094e-05,-1.8977862414596007,0.02686942303728191,0.37450514414136077,0.03146882276674057,-1.8977862414596007
13,4,0.0308,0.827510198,-0.999197222,-0.329360484,-1.49316853,-0.049157285,0.623550587,1.542084977,0.535211164,4,0.01722629250494498,7.222417103314265e-05,0.0034419811200658286,-3.2467173186735825,0.011395828592684764,0.00021686693136203287,-3.2467173186735825
13,5,0.1183,1.414022069,3.22408116,-1.243551771,-0.745060881,0.761537908,0.642806404,0.083750488,-0.479959356,5,9.630719311810305e-05,9.713107678345617e-06,0.007309557202275541,0.0017363171188807189,-0.3229009965137265,0.23268635664793483,-0.3229009965137265
13,6,0.3337,27.76751246,4.747485765,1.080797494,0.189549188,0.577032956,-1.418410495,0.351719236,-1.107091688,6,8.276255448866126e-09,7.240729786545402e-10,1.108821219182177e-05,5.965189205977762e-07,0.004200671011752233,-0.08310618296431016,-0.08310618296431016
14,1,0.1879,0.001125181,-1.223605484,-4.12011221,-5.149475734,-6.357019484,-2.466986479,-1.433747086,1.115573533,1,-0.0014203658141729886,0.00026481957456955807,0.0012760183157960897,-3.191026593367231e-06,0.0001752530563258835,6.79675642922397e-05,-0.0014203658141729886
14,2,0.0253,0.004656001,0.193097914,-3.779888591,-4.96367764,-5.897982221,-2.044641055,-1.316581674,0.154862672,2,0.00047529765054348737,-0.015038756479801857,0.06501801326286459,-0.006351334307154932,0.12968714992873379,0.021032810123365626,-0.015038756479801857
14,3,0.0233,0.740567026,0.768664095,-0.924501635,-0.991170096,-1.118881236,-1.587545401,0.629026101,-0.965217174,3,1.5634564419455014e-05,0.0004438610015491348,-1.0107695876366403,-0.07785880839384803,0.3223562709307482,0.03221609845614718,-1.0107695876366403
14,4,0.1971,6.549935402,0.396593204,1.052174616,-0.080372147,3.52065827,-0.128997713,1.044303821,0.504027391,4,-5.225838119734237e-10,-5.795286590793623e-07,-0.0010406493172535176,1.1435182941222404,-0.18267384614456306,-0.00015246868101124678,1.1435182941222404
14,5,0.2386,1.064824979,2.748185152,-0.946666956,-1.315144717,-0.877825278,-2.201009551,0.786809258,0.432421718,5,1.4583645567430855e-07,6.01287066543775e-05,0.021893124433651302,-0.9282209028591681,-0.047344862959595856,0.016673951987126314,-0.047344862959595856
14,6,0.0159,0.329410706,1.784528924,-0.566377664,-2.061592337,-0.713360018,-0.245145882,-1.90132156,0.420866752,6,2.7435699827001846e-06,0.00047303802541367014,0.10613494562863343,-0.03758109675299183,0.8088209321347092,-0.5868087286125128,-0.5868087286125128
15,1,0.0099,0.000928447,-0.054651786,-4.413414274,-4.846330157,-5.818024028,-2.576777205,-2.760575468,-0.562165055,1,-0.004865346482357102,5.4413302540238496e-05,-0.002422092931341552,0.00166697477224308,0.036350291114968104,0.0024904403355239255,-0.004865346482357102
15,2,0.0169,0.000824511,0.338238289,-5.157858837,-6.382967501,-5.204967344,-1.610546571,-2.42129198,0.015621184,2,3.5893370248268185e-05,-0.0021643806511776713,-0.0045655014093451685,0.0052201040330639905,0.1914087350129173,0.011497174549283163,-0.0021643806511776713
15,3,0.1551,8.945084635,0.586621926,1.456871566,0.229493403,0.364616476,-0.919023373,1.345381766,0.450389118,3,-1.6046741710035395e-08,-4.585380586916542e-08,4.670557597975165,-6.946666619464416e-05,-0.0016094708993000379,-3.278158843299454,4.670557597975165
15,4,0.0016,1.247329032,0.552724464,1.007187377,-1.095763952,-0.71551521,-0.49913611,-0.235827062,0.826524191,4,7.677508849871796e-06,3.644695943951572e-05,-0.04829161119168513,-1.0719904856417466,0.34109040362153853,0.03521006146735702,-1.0719904856417466
15,5,0.0672,1.742692184,1.807384166,-0.858746775,0.314100032,0.559187205,-0.22919398,0.887606883,0.570494209,5,2.8530556887641288e-06,2.2774820109529806e-05,-0.019067309851313323,0.0058127354533610365,-0.4988348565395933,0.04631899621903578,-0.4988348565395933
15,6,0.1745,6.305577663,2.103204042,0.9583639,-0.455012635,0.390925178,-0.265556466,0.372361197,-1.239708461,6,2.080406217927813e-08,1.4559751850553335e-07,-4.133385722458101,6.386273096161775e-05,0.004929794151766713,2.8831630594749726,2.8831630594749726
16,1,0.0389,0.000343064,0.161233756,-6.009616772,-6.416546551,-5.851688026,-2.819454847,-4.061964338,-0.720492879,1,-0.0011558738309033845,0.000238796926281779,0.007324748124906034,0.015388899445871318,0.12958829270029754,0.011074760820270783,-0.0011558738309033845
16,2,0.0233,0.001682208,-0.02537152,-4.834016861,-4.593207041,-4.980516493,-0.550766896,-1.673057282,-0.255526595,2,8.130511449226825e-05,-0.007946550419434699,0.00521965779438717,0.010528438676993773,0.050646735071418106,0.005355454639331524,-0.007946550419434699
16,3,0.0027,1.108389907,-0.05079375,0.305574791,1.837496323,-0.890283263,1.426447785,-1.130290993,-0.938799985,3,3.2663379516733173e-05,6.836303255746723e-05,-1.2616932491566402,0.004930729887934096,0.1371536093195834,0.011500275541009868,-1.2616932491566402
16,4,0.0082,1.803293747,-0.15186709,0.076383486,1.15156252,-0.338353201,1.587023873,-0.324981718,-1.429962757,4,1.3888392483851214e-05,2.7907392326816483e-05,0.0009979004291694698,-0.8176730021419663,-0.016938180488047606,0.004870012033033142,-0.8176730021419663
16,5,0.4038,4.768064449,3.574359767,-0.713443692,0.227922075,-0.845492363,-0.417977854,2.51967122,-1.449856645,5,8.982186844150271e-07,1.0310474139378466e-06,0.0002131842597757949,-0.00013008842443003283,-0.10000461962361407,0.0020060002529066205,-0.10000461962361407
16,6,0.0035,1.100127722,0.889627413,0.143057395,-0.845686012,0.990733111,0.050191223,-1.18186343,0.910023606,6,3.838379852645746e-05,5.451560138124972e-05,0.008938268977492055,0.01870248049649744,1.0030631184922385,-1.3015436170640462,-1.3015436170640462
17,1,0.0847,7.19e-05,-0.997867255,-7.149452601,-4.158654264,-5.575024006,-3.311795206,-2.048308443,-0.013247462,1,-0.0001765834387893176,2.2630445688171256e-06,0.06708788637318093,0.0005236382750153745,9.324421401325597e-05,3.912291767089412e-06,-0.0001765834387893176
17,2,0.0394,0.002278931,1.001937651,-4.644145523,-3.976370885,-4.365311449,-1.897263426,-3.124220081,-2.106489035,2,1.534892662301309e-07,-0.003317648329835914,0.0008801012751290906,0.007295230962376504,0.04196796637217752,0.2823319131539954,-0.003317648329835914
17,3,0.006,0.564672796,-0.897138169,0.307786959,0.259182043,0.84447412,-0.756149582,0.440574444,0.423738138,3,0.00012058916678672609,2.3324477961283442e-05,-2.814771999137648,0.002286781026973027,0.0016975955599811132,-0.001231673826791495,-2.814771999137648
17,4,0.0067,0.220550881,0.3230721,-0.957365664,-1.25323708,1.002983757,0.642261849,-1.766117709,-0.146770727,4,2.1580429535958184e-06,0.00044328480448822225,0.005243111535631209,-0.47101182186726664,0.02310957403349321,0.061969268052834064,-0.47101182186726664
17,5,0.0126,0.49140684,0.788575769,-0.71396505,-0.979483093,-0.565462762,0.983207973,0.455776229,0.787897981,5,9.171121580168183e-08,0.0006086022881461787,0.0009289035104382978,0.005515232150092291,-0.6023601218649755,0.1896560974416106,-0.6023601218649755
17,6,0.3547,2.564858651,1.807457834,-0.332493732,1.009958423,-0.369071332,2.427591623,1.073398089,0.364928931,6,2.6188999764986588e-11,2.7865237199299077e-05,-4.586899279282728e-06,0.00010065499729002067,0.0012907850523180293,-0.05919956409037014,-0.05919956409037014
